编号,葡萄酒英文名,葡萄酒中文名,官方网站,类型(Red Wine红葡萄酒/White Wine白葡萄酒/Rose Wine粉红葡萄酒/Sparking Wine起泡酒/Port Wine波特酒/Sherry Wine雪利酒/Fortified Wine加强酒/Sweet Wine甜酒/Others其它),产区（France/Bordeaux/Haut-Médoc/Margaux）,产区（法国/波尔多/上梅多克/玛歌）,酒庄英文名,酒庄中文名,年份,适饮年份（2001-2002）,酒精度,葡萄品种／含量,容量,评分
434,Château Pichon Longueville Baron,郎歌赋酒庄/碧尚巴雄/碧尚男爵,www.pichonlongueville.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Pauillac,法国/波尔多/上梅多克/波亚克,Château Pichon Longueville Baron,郎歌赋酒庄/碧尚巴雄/碧尚男爵,2010,,,"Cabernet Sauvignon/79%
Merlot/21%",750,
435,Château Pichon Longueville Baron,郎歌赋酒庄/碧尚巴雄/碧尚男爵,www.pichonlongueville.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Pauillac,法国/波尔多/上梅多克/波亚克,Château Pichon Longueville Baron,郎歌赋酒庄/碧尚巴雄/碧尚男爵,2009,,,,750,
436,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,www.pichonlongueville.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Pauillac,法国/波尔多/上梅多克/波亚克,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,2010,,,"Cabernet Sauvignon/66%
Merlot/24%
Cabernet Franc/7%
Petit Verdot/3%",750,
437,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,www.pichonlongueville.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Pauillac,法国/波尔多/上梅多克/波亚克,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,2009,,,,750,
438,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,www.pichonlongueville.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Pauillac,法国/波尔多/上梅多克/波亚克,Château Pichon Longueville Comtesse de Lalande,碧尚女爵堡,2008,,,"Cabernet Sauvignon/63%
Merlot/29%
Cabernet Franc/3%
Petit Verdot/5%",750,
439,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,www.chateau-giscours.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,2010,,," Cabernet Sauvignon/71%
Merlot/29%",750,
440,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,www.chateau-giscours.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,2009,,," Cabernet Sauvignon/55%
Merlot/40%
Cabernet Franc/5%",750,
441,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,www.chateau-giscours.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Giscours,吉事谷酒庄/吉事客/杰斯高/美人鱼/基斯古/吉斯库尔,2005,,," Cabernet Sauvignon/62%
Merlot/38%",750,
442,Château La Lagune,朗丽湖城堡/拉拉贡/拉古/拉隽,www.chateau-lalagune.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château La Lagune,朗丽湖城堡/拉拉贡/拉古/拉隽,2009,,,,750,
443,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,www.cantemerle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,2010,,,"Cabernet Sauvignon/52%
Merlot/35%
Petit Verdot/5%
Cabernet Franc/8%",750,
444,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,www.cantemerle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,2009,,,,750,
445,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,www.cantemerle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château Cantemerle,佳得美/康特梅/佳美/坎特美乐/康帝美勒,2005,,,"Cabernet Sauvignon/50%
Merlot/40%
Cabernet Franc/5%
Petit Verdot/5%",750,
446,Château Margaux,玛歌酒庄/玛高,www.chateau-margaux.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Margaux,玛歌酒庄/玛高,2010,,,"Cabernet Sauvignon/90%
Merlot/7%
Cabernet Franc/1.5%
Petit Verdot/1.5%",750,
447,Château Margaux,玛歌酒庄/玛高,www.chateau-margaux.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Margaux,玛歌酒庄/玛高,2009,,,"Cabernet Sauvignon/87%
Merlot/9%
Cabernet Franc/2%
Petit Verdot/2%",750,
448,Château Margaux,玛歌酒庄/玛高,www.chateau-margaux.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Margaux,玛歌酒庄/玛高,2008,,,"Cabernet Sauvignon/87%
Merlot/10%
Cabernet Franc/1.5%
Petit Verdot/1.5%",750,
449,Château Margaux,玛歌酒庄/玛高,www.chateau-margaux.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Margaux,玛歌酒庄/玛高,2007,,,"Cabernet Sauvignon/87%
Merlot/11%
Cabernet Franc/2%",750,
450,Château Marquis de Terme,玛赫酒庄/德达侯爵/玛歌代尔莫侯爵/德美侯爵,www.chateau-marquis-de-terme.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Marquis de Terme,玛赫酒庄/德达侯爵/玛歌代尔莫侯爵/德美侯爵,2009,,,"Cabernet Sauvignon/60%
Merlot/34%
Petit Verdot/6%",750,
451,Château Rauzan-Ségla,鲁臣世家/豪庄•赛格拉酒庄,www.rauzan-segla.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Rauzan-Ségla,鲁臣世家/豪庄•赛格拉酒庄,2010,,,"Cabernet Sauvignon/60%
Merlot/35%
Cabernet Franc/1.5%
Petit Verdot/3.5%",750,
452,Château Rauzan-Ségla,鲁臣世家/豪庄•赛格拉酒庄,www.rauzan-segla.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Rauzan-Ségla,鲁臣世家/豪庄•赛格拉酒庄,2009,,,"Cabernet Sauvignon/68%
Merlot/32%",750,
453,Château Rauzan-Gassies,露仙歌庄园,http://www.domaines-quie.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Rauzan-Gassies,露仙歌庄园,2010,,,"Cabernet Sauvignon/85%
Merlot/13%
Petit Verdot/2%",750,
454,Château Rauzan-Gassies,露仙歌庄园,http://www.domaines-quie.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Rauzan-Gassies,露仙歌庄园,2009,,,"Cabernet Sauvignon/75%
Merlot/23%",750,
455,Château Durfort-Vivens,非凡酒庄/杜霍/杜夫维翁/杜佛唯恩/杜霍维旺,www.durfort-vivens.fr,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Durfort-Vivens,非凡酒庄/杜霍/杜夫维翁/杜佛唯恩/杜霍维旺,2010,,,"Cabernet Sauvignon/70%
Merlot/26%and Cabernet Franc/4%",750,
456,Château Durfort-Vivens,非凡酒庄/杜霍/杜夫维翁/杜佛唯恩/杜霍维旺,www.durfort-vivens.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Durfort-Vivens,非凡酒庄/杜霍/杜夫维翁/杜佛唯恩/杜霍维旺,2009,,,"Cabernet Sauvignon/74%
Merlot/21%and Cabernet Franc/5%",750,
457,Château Lascombes,力士金庄园/拉斯康/拉斯贡,www.chateau-lascombes.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Lascombes,力士金庄园/拉斯康/拉斯贡,2010,,,"Cabernet Sauvignon/50%
Merlot/45%
Petit Verdot/5%",750,
458,Château Lascombes,力士金庄园/拉斯康/拉斯贡,www.chateau-lascombes.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Lascombes,力士金庄园/拉斯康/拉斯贡,2009,,,"Cabernet Sauvignon/48%
Merlot/48%
Petit Verdot/4%",750,
459,Château Malescot St. Exupéry,马利哥•圣艾斯佩利酒庄/马利诗歌,www.malescot.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Malescot St. Exupéry,马利哥•圣艾斯佩利酒庄/马利诗歌,2010,,,"Cabernet Sauvignon/58%
Merlot/30%
Cabernet Franc/8%
Malbec/4%",750,
460,Château Malescot St. Exupéry,马利哥•圣艾斯佩利酒庄/马利诗歌,www.malescot.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Malescot St. Exupéry,,2009,,,"Cabernet Sauvignon/51%
Merlot/37%
Cabernet Franc/8%
Malbec/4%",750,
461,Château Boyd-Cantenac,贝卡塔纳庄园/波耶康田/班卡塔纳/波依康田/贝康特娜,www.boyd-cantenac.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Boyd-Cantenac,贝卡塔纳庄园/波耶康田/班卡塔纳/波依康田/贝康特娜,2009,,,,750,
462,Château Desmirail,狄士美酒庄/玛歌德米哈耶/德斯米拉/得世美,www.desmirail.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Desmirail,狄士美酒庄/玛歌德米哈耶/德斯米拉/得世美,2010,,,"Cabernet Sauvignon/60%
Merlot/40%",750,
463,Château Desmirail,狄士美酒庄/玛歌德米哈耶/德斯米拉/得世美,www.desmirail.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Desmirail,狄士美酒庄/玛歌德米哈耶/德斯米拉/得世美,2009,,,"Cabernet Sauvignon/70%
Merlot/30%",750,
464,Château Dubignon,,,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Dubignon,,2009,,,,750,
465,Château Ferrière,菲丽酒庄/费里埃,www.ferriere.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Ferrière,菲丽酒庄/费里埃,2010,,,"Cabernet Sauvignon/66%
Merlot/32%
Cabernet Franc/2%",750,
466,Château Ferrière,菲丽酒庄/费里埃,www.ferriere.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Ferrière,菲丽酒庄/费里埃,2009,,,"Cabernet Sauvignon/58%
Merlot/40%
Cabernet Franc/2%",750,
467,Château Marquis d'Alesme Becker,碧加侯爵酒庄/阿莱思慕贝克尔,www.chateau-marquis-dalesme.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Marquis d'Alesme Becker,碧加侯爵酒庄/阿莱思慕贝克尔,2009,,,,750,
468,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂/,www.haut-brion.com/ ,红葡萄酒,France/Bordeaux/Graves/Pessac-Léognan,法国/波尔多/格拉夫/佩萨克-雷奥良,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂,2010,,,"Merlot/23%
Cabernet Sauvignon/57%
Cabernet Franc/20%",750,
469,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂/,www.haut-brion.com/ ,红葡萄酒,France/Bordeaux/Graves/Pessac-Léognan,法国/波尔多/格拉夫/佩萨克-雷奥良,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂,2009,,,"Merlot/46%
Cabernet Sauvignon/40%
Cabernet Franc/14%",750,
470,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂/,www.haut-brion.com/ ,红葡萄酒,France/Bordeaux/Graves/Pessac-Léognan,法国/波尔多/格拉夫/佩萨克-雷奥良,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂,2008,,,"Merlot/41%
Cabernet Sauvignon/50%
Cabernet Franc/9%",750,
471,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂/,www.haut-brion.com/ ,红葡萄酒,France/Bordeaux/Graves/Pessac-Léognan,法国/波尔多/格拉夫/佩萨克-雷奥良,Château Haut-Brion,侯伯王酒庄/红颜容/奥比昂,2007,,,"Merlot/43%
Cabernet Sauvignon/44%
Cabernet Franc/13%",750,
472,Château Cos Labory,博礼酒庄/柯斯拉柏丽/寇斯拉玻堡/那布内,www.cos-labory.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Cos Labory,博礼酒庄/柯斯拉柏丽/寇斯拉玻堡/那布内,2010,,,"Cabernet Sauvignon/65%
Merlot/35%",750,
473,Château Cos Labory,博礼酒庄/柯斯拉柏丽/寇斯拉玻堡/那布内,www.cos-labory.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Cos Labory,博礼酒庄/柯斯拉柏丽/寇斯拉玻堡/那布内,2009,,,,750,
474,Château Lafon-Rochet,拉芳酒庄/拉科鲁锡/拉芳罗榭,www.lafon-rochet.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Lafon-Rochet,拉芳酒庄/拉科鲁锡/拉芳罗榭,2009,,,,750,
475,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔/,www.estournel.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔,2010,,,"Cabernet Sauvignon/78%
Merlot/19%
Cabernet Franc/2%
Petit Verdot/1%",750,
476,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔/,www.estournel.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔,2009,,,"Cabernet Sauvignon/65%
Merlot/33%
Cabernet Franc/2%",750,
477,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔/,www.estournel.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Cos d'Estournel,爱士图尔酒庄/埃斯图内尔/科•埃斯图耐尔,2008,,,"Cabernet Sauvignon/85%
Merlot/13%
Cabernet Franc/2%",750,
478,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯/,www.chateau-montrose.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯,2010,,,"Cabernet Sauvignon/53%
Merlot/37%
Cabernet Franc/9%
Petit Verdot/1%",750,
479,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯/,www.chateau-montrose.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯,2009,,,,750,
480,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯/,www.chateau-montrose.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Montrose,孟侯思酒庄/玫瑰/梦露斯/梦玫瑰/孟侯斯,2007,,,"Cabernet Sauvignon/64%
Merlot/30%
Cabernet Franc/5%
Petit Verdot/1％",750,
481,Château Calon-Ségur,客隆喜阁酒庄/凯隆世家/卡龙,,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Estephe,法国/波尔多/上梅多克/圣爱斯泰夫,Château Calon-Ségur,客隆喜阁酒庄/凯隆世家/卡龙,2009,,,"Cabernet Sauvignon/90%
Merlot/7%
Petit Verdot/3% ",750,
482,Château Saint-Pierre,圣皮尔酒庄/圣皮埃尔,www.chateau-saint-pierre.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Saint-Pierre,圣皮尔酒庄/圣皮埃尔,2009,,,,750,
483,Château Talbot,大宝庄园/大保,www.chateau-talbot.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Talbot,大宝庄园/大保,2010,,,"Cabernet Sauvignon/63%
Merlot/32%
Petit Verdot/5%",750,
484,Château Talbot,大宝庄园/大保,www.chateau-talbot.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Talbot,大宝庄园/大保,2009,,,,750,
485,Château Branaire-Ducru,帕耐赫•杜克雨酒庄/班尼/周伯通/班尼尔/伯奈尔/班尼杜克/班尼尔,www.branaire.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Branaire-Ducru,帕耐赫•杜克雨酒庄/班尼/周伯通/班尼尔/伯奈尔/班尼杜克/班尼尔,2010,,,"Cabernet Sauvignon/70%
Merlot/23.5%
Cabernet Franc/4.5%
Petit Verdot/2%",750,
486,Château Branaire-Ducru,帕耐赫•杜克雨酒庄/班尼/周伯通/班尼尔/伯奈尔/班尼杜克/班尼尔,www.branaire.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Branaire-Ducru,帕耐赫•杜克雨酒庄/班尼/周伯通/班尼尔/伯奈尔/班尼杜克/班尼尔,2009,,,,750,
487,Château Beychevelle,龙船庄园,www.beychevelle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Beychevelle,龙船庄园,2010,,,"Cabernet Sauvignon/54%
Merlot/38%
Cabernet Franc/5%
Petit Verdot/3%",750,
488,Château Beychevelle,龙船庄园,www.beychevelle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Beychevelle,龙船庄园,2009,,,,750,
489,Château Beychevelle,龙船庄园,www.beychevelle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Beychevelle,龙船庄园,2002,,,"Cabernet Sauvignon/57%
Merlot/30%
Cabernet Franc/9%
Petit Verdot/4%",750,
490,Château Beychevelle,龙船庄园,www.beychevelle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Beychevelle,龙船庄园,2001,,,"Cabernet Sauvignon/54%
Merlot/39%
Petit Verdot/7%",750,
491,Château Beychevelle,龙船庄园,www.beychevelle.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Beychevelle,龙船庄园,2000,,,"Cabernet Sauvignon/49%
Merlot/38%
Cabernet Franc/7%
Petit Verdot/6%",750,
492,Château Léoville-Las Cases,雄狮庄,www.leoville-las-cases.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Las Cases,雄狮庄,2010,,,"Cabernet Sauvignon/82%
Merlot/10%
Cabernet Franc/8%",750,
493,Château Léoville-Las Cases,雄狮庄,www.leoville-las-cases.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Las Cases,雄狮庄,2009,,,"Cabernet Sauvignon/76%
Merlot/15%
Cabernet Franc/9%",750,
494,Château Léoville-Las Cases,雄狮庄,www.leoville-las-cases.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Las Cases,雄狮庄,2008,,,"Cabernet Sauvignon/78%
Merlot/10%
Cabernet Franc/12%",750,
495,Château Léoville-Las Cases,雄狮庄,www.leoville-las-cases.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Las Cases,雄狮庄,2007,,,"Cabernet Sauvignon/58%
Merlot/35%
Cabernet Franc/5%
Petie Verdot/2%",750,
496,Château Léoville-Poyferré,宝富酒庄/乐夫普勒/波菲/里欧维-波芙/兰威.波菲/露儿保芙,www.leoville-poyferre.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Poyferré,宝富酒庄/乐夫普勒/波菲/里欧维-波芙/兰威.波菲/露儿保芙,2010,,,"Cabernet Sauvignon/61%
Merlot/30%
Petit Verdot/6%
Cabernet Franc/3%",750,
497,Château Léoville-Poyferré,宝富酒庄/乐夫普勒/波菲/里欧维-波芙/兰威.波菲/露儿保芙,www.leoville-poyferre.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Poyferré,宝富酒庄/乐夫普勒/波菲/里欧维-波芙/兰威.波菲/露儿保芙,2009,,,,750,
498,Château Léoville-Barton,雷欧威•巴顿酒庄,www.leoville-barton.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Barton,雷欧威•巴顿酒庄,2009,,,,750,
499,Château Léoville-Barton,雷欧威•巴顿酒庄,www.leoville-barton.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Léoville-Barton,雷欧威•巴顿酒庄,2005,,,"Cabernet Sauvignon/75%
Merlot/20%
Cabernet Franc/5%.",750,
500,Château Gruaud-Larose,金玫瑰酒庄/拉露丝/古安拉露丝/拉路斯/拉侯斯,www.gruaud-larose.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Gruaud-Larose,金玫瑰酒庄/拉露丝/古安拉露丝/拉路斯/拉侯斯,2010,,,"Cabernet Sauvignon/66%
Merlot/28%
Petit Verdot/6%",750,
501,Château Gruaud-Larose,金玫瑰酒庄,www.gruaud-larose.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Gruaud-Larose,金玫瑰酒庄,2009,,,,750,
502,Château Gruaud-Larose,金玫瑰酒庄,www.gruaud-larose.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Gruaud-Larose,金玫瑰酒庄,2007,,,"Cabernet Sauvignon/60%
Merlot/30%
Cabernet Franc/5%
Petit Verdot/5%.",750,
503,Château Gruaud-Larose,金玫瑰酒庄,www.gruaud-larose.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Gruaud-Larose,金玫瑰酒庄,2005,,,"Cabernet Sauvignon/60%
Merlot/30%
Cabernet Franc/5.5%
Petit Verdot/3%
Malbec/1.5%",750,
504,Château Ducru-Beaucaillou,博凯龙酒庄/宝嘉佑/宝嘉龙/杜克鲁-博开予/宝嘉隆/杜高巴加,www.chateau-ducru-beaucaillou.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Ducru-Beaucaillou,博凯龙酒庄/宝嘉佑/宝嘉龙/杜克鲁-博开予/宝嘉隆/杜高巴加,2009,,,"Cabernet Sauvignon/85%
Merlot/15%",750,
505,Château Lagrange,乐冠喜酒庄/拉格喜/拉格朗/力关,www.chateau-lagrange.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Lagrange,乐冠喜酒庄/拉格喜/拉格朗/力关,2010,,,"Cabernet Sauvignon/75%
Merlot/25%",750,
506,Château Lagrange,乐冠喜酒庄/拉格喜/拉格朗/力关,www.chateau-lagrange.com/ ,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Lagrange,乐冠喜酒庄/拉格喜/拉格朗/力关,2009,,,,750,
507,Château Langoa-Barton,朗歌•巴顿酒庄/丽冠巴顿/朗格巴顿,www.leoville-barton.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Saint-Julien,法国/波尔多/上梅多克/圣于连,Château Langoa-Barton,朗歌•巴顿酒庄/丽冠巴顿/朗格巴顿,2009,,,,750,
508,Château Belgrave,巴加芙庄园/百家富,www.dourthe.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château Belgrave,巴加芙庄园/百家富,2009,,,,750,
509,Château de Camensac,卡门萨克堡/佳文萨,www.chateaucamensac.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château de Camensac,卡门萨克堡/佳文萨,2009,,,,750,
510,Château La Tour Carnet,拉图嘉利堡/拉图嘉内,http://www.latour-carnet.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château La Tour Carnet,拉图嘉利堡/拉图嘉内/,2009,,,,750,
511,Château La Tour Carnet,拉图嘉利堡/拉图嘉内,http://www.latour-carnet.com/,红葡萄酒,France/Bordeaux/Haut-Médoc,法国/波尔多/上梅多克,Château La Tour Carnet,拉图嘉利堡/拉图嘉内/,2005,,,"Cabernet Sauvignon/52%
Merlot/48%",750,
512,Château du Tertre,德丘酒庄/杜特/狄达/杜•黛特,www.chateaudutertre.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château du Tertre,德丘酒庄/杜特/狄达/杜•黛特,2010,2017-2030,,"Cabernet Sauvignon/70%
Merlot/20%
Petit Verdot/10%",750,
513,Château du Tertre,德丘酒庄/杜特/狄达/杜•黛特,www.chateaudutertre.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château du Tertre,德丘酒庄/杜特/狄达/杜•黛特,2009,2015-2025,,"Cabernet Sauvignon/55%
Merlot/22%
Cabernet Franc/15%
Petit Verdot/8%",750,
